h3,similarity
86309959fffffff,0.9693728482898326
863091197ffffff,0.9807047030159283
863099587ffffff,0.970740043766729
863096257ffffff,0.9136051014256964
8641b530fffffff,0.798819958811605
86309958fffffff,0.9668681964006036
8641832e7ffffff,0.8387889558305908
863099597ffffff,0.9726772284173196
8641a54afffffff,0.8392166301288112
86319974fffffff,0.821359251253309
86309a42fffffff,0.9737981533019021
86309b96fffffff,0.9732058382269153
8630acc9fffffff,0.8432055293289754
8641832efffffff,0.8354672574357025
864b34357ffffff,0.9514392646641571
8631992b7ffffff,0.8313318791564929
8630b028fffffff,0.8562859614489149
86309a557ffffff,0.973548962876077
8630994a7ffffff,0.9633998329892574
86309a55fffffff,0.9727373340735614
863098187ffffff,0.9853800752425648
8641b531fffffff,0.7877780268880075
8641a541fffffff,0.8451553806629315
8630962e7ffffff,0.9343094119789679
863098d2fffffff,0.9946507895157536
8630a271fffffff,0.7546321954234005
8641b5307ffffff,0.8050499782050787
8630995afffffff,0.9736771120954876
8641a0d47ffffff,0.7883491845808056
863099437ffffff,0.9696764234982709
8630981afffffff,0.9866671050380498
86309156fffffff,0.9795553234084998
863199287ffffff,0.840296511663189
86309621fffffff,0.9226434617453645
8641832f7ffffff,0.8433401399789804
86309620fffffff,0.9082279366450213
863199747ffffff,0.8197183174450282
8641a0c2fffffff,0.7975810265378138
8641a560fffffff,0.7393832295352302
863091567ffffff,0.9801231521872096
86309b947ffffff,0.9772890505685786
8630a5777ffffff,0.7945091679468756
8630962f7ffffff,0.9285015934394826
8641b2cc7ffffff,0.9018623650371566
863099417ffffff,0.9651689581866131
86309a50fffffff,0.9740206796354975
8630995b7ffffff,0.9745295665511382
86309b967ffffff,0.9751861732715494
8630acc8fffffff,0.8497667054224538
863094a9fffffff,0.8364729183008893
86309c6dfffffff,1.0
8641a0d57ffffff,0.7788664109885636
8630b5d8fffffff,0.7467792828018509
86319976fffffff,0.8245593468253114
86309a477ffffff,0.9733258011751269
86309154fffffff,0.9790236242039365
863091187ffffff,0.9796151300039735
8641968efffffff,0.9088221016136977
8641b5377ffffff,0.8083853781617454
8641a46cfffffff,0.8157267083121509
86309c4cfffffff,0.991053189524875
86309a457ffffff,0.9709989586237804
8641b2ccfffffff,0.8860528525033071
8630995a7ffffff,0.9754745641018576
86309a40fffffff,0.9667259422409166
863086207ffffff,0.8686712252641733
8630accf7ffffff,0.8465458090539264
86309119fffffff,0.9788041407371872
8641a8217ffffff,0.6153458588398968
8630994b7ffffff,0.96640187179808
8640b63b7ffffff,0.6804930210509896
