h3,similarity
86309959fffffff,0.3903397492503389
863091197ffffff,0.4053158214169583
863099587ffffff,0.395011362052746
863096257ffffff,0.414746844723543
8641b530fffffff,0.2402212781050705
86309958fffffff,0.3943172495606278
8641832e7ffffff,0.23611792099169077
863099597ffffff,0.3919263721787935
8641a54afffffff,0.23191169535418646
86319974fffffff,0.6835331810674621
86309a42fffffff,0.33275789105900644
86309b96fffffff,0.39745397848206493
8630acc9fffffff,0.602655146132004
8641832efffffff,0.24369562171093245
864b34357ffffff,0.334727128302929
8631992b7ffffff,0.658456415034802
8630b028fffffff,0.587861811549864
86309a557ffffff,0.3165685134385323
8630994a7ffffff,0.40510499075401873
86309a55fffffff,0.32181494237954983
863098187ffffff,0.35238683088696
8641b531fffffff,0.2181527521416538
8641a541fffffff,0.2502980874821602
8630962e7ffffff,0.4428358041733067
863098d2fffffff,0.42199672911662
8630a271fffffff,0.669874926054396
8641b5307ffffff,0.2370942640090908
8630995afffffff,0.41481163492619233
8641a0d47ffffff,0.2104429918236292
863099437ffffff,0.40889185660888594
8630981afffffff,0.35437160555748914
86309156fffffff,0.422231739021359
863199287ffffff,0.6281775537155845
86309621fffffff,0.39039173903655966
8641832f7ffffff,0.23074865980081632
86309620fffffff,0.41938004331277323
863199747ffffff,0.6750961643176048
8641a0c2fffffff,0.24141347832912233
8641a560fffffff,0.2977697133499516
863091567ffffff,0.379482150133451
86309b947ffffff,0.4090365067481884
8630a5777ffffff,0.8123457079526573
8630962f7ffffff,0.4043856366234663
8641b2cc7ffffff,0.2780013581339372
863099417ffffff,0.41364049011487414
86309a50fffffff,0.32696533074304635
8630995b7ffffff,0.40978736837994023
86309b967ffffff,0.3991276863242311
8630acc8fffffff,0.5688932439580037
863094a9fffffff,0.49523247251654356
86309c6dfffffff,0.45760252461423
8641a0d57ffffff,0.21094461914697732
8630b5d8fffffff,0.7271635473362389
86319976fffffff,0.665716173376721
86309a477ffffff,0.32278260765030065
86309154fffffff,0.4163266752553164
863091187ffffff,0.37883193022486056
8641968efffffff,0.2919339510299029
8641b5377ffffff,0.24731621706883827
8641a46cfffffff,0.3085383983511597
86309c4cfffffff,0.4427666362826015
86309a457ffffff,0.305111776526375
8641b2ccfffffff,0.2196619314517057
8630995a7ffffff,0.4234986289606256
86309a40fffffff,0.2897912956825871
863086207ffffff,0.591414547649612
8630accf7ffffff,0.57864812344905
86309119fffffff,0.41129587451191074
8641a8217ffffff,0.16952508249945905
8630994b7ffffff,0.4079779666809257
8640b63b7ffffff,0.45393018405395513
8641832c7ffffff,0.2138685628529471
86309806fffffff,0.4444948475007016
8641a0d5fffffff,0.2665695514767023
8630911b7ffffff,0.4243078991628094
8641a548fffffff,0.278302169664584
86309819fffffff,0.38867232490808223
863091a6fffffff,0.5250051118913278
863098d77ffffff,0.40164471928108153
8641968e7ffffff,0.26963259242182547
8630b5707ffffff,0.7015471712619008
86418321fffffff,0.26869096155539185
86319975fffffff,0.5907603862654482
863096247ffffff,0.42137335377830687
8641b2cefffffff,0.2848057617219111
8641b532fffffff,0.24020198541519527
8630982cfffffff,0.40112830223714274
86309a547ffffff,0.31727679250655094
86309d577ffffff,0.519872012291708
863099517ffffff,0.44521129204120563
8630982dfffffff,0.39866894193286007
86309c7b7ffffff,0.4505996246557349
8641b21b7ffffff,0.2659568198859799
8641a0b27ffffff,0.24681167784298347
8641968f7ffffff,0.28122433666478974
86309c4efffffff,0.472779721880268
86309aa77ffffff,0.39682973738220295
864b3435fffffff,0.3035103239706868
864b3422fffffff,0.3168027711474239
863098d0fffffff,0.42073889156246314
8630a126fffffff,0.5772439980374101
8630a2707ffffff,0.6750129148552144
8630b3c97ffffff,0.49835282278287296
8641968c7ffffff,0.2753988420147163
8630a40efffffff,0.7087305392559744
86308269fffffff,0.5012621407570031
864194787ffffff,0.35205266377969513
8641a54f7ffffff,0.25922966309549705
86319b9a7ffffff,0.7562742583005866
86309a577ffffff,0.32484627298716856
863093c4fffffff,0.39587388408549096
8630a6c1fffffff,0.7006858819954512
8630b4c87ffffff,0.5857908610347822
86309a6f7ffffff,0.34045249320180093
8641832afffffff,0.2563453783647023
8641a6667ffffff,0.2715669127859169
8630a43b7ffffff,0.7289291775871543
863096407ffffff,0.466692175176464
863091097ffffff,0.3992599515857216
86309c45fffffff,0.44954424266068466
863099487ffffff,0.41404585814316414
8630962efffffff,0.40088766664590614
8630981b7ffffff,0.3901460245530296
8630a6c0fffffff,0.669082654475545
86309818fffffff,0.37307956918084834
8630a40cfffffff,0.7393928112374156
863098037ffffff,0.3760721842193302
863086d4fffffff,0.5724554755060489
8630b4c97ffffff,0.5965527683620186
864b34227ffffff,0.3288219281356415
86319b9b7ffffff,0.73943473776496
863091c5fffffff,0.42326786613671047
8630b5c37ffffff,0.7522772553520144
863096277ffffff,0.4271244724597004
8630a270fffffff,0.6756670642092661
86308406fffffff,0.6340968626369607
86309a54fffffff,0.29787259231783847
86309949fffffff,0.4076508196403703
8630b2a67ffffff,0.5768650179644478
8641a10c7ffffff,0.1972241807405964
86309a427ffffff,0.2957993077288711
863199297ffffff,0.5928206223795264
86319d2b7ffffff,0.7732987454762871
86309a917ffffff,0.3821868222312025
8631992afffffff,0.6458687220455563
863098d67ffffff,0.4115040781026782
863083917ffffff,0.560440108347097
86418320fffffff,0.2742088173905144
86309625fffffff,0.42223219835428616
8630962dfffffff,0.3970697534302928
86418c7a7ffffff,0.2440725580250966
86419e72fffffff,0.4672698042893108
86301154fffffff,0.5739518995592119
86309b977ffffff,0.4177632569018118
8641a82a7ffffff,0.16617721388753187
86309824fffffff,0.4634674137357805
8641b2d4fffffff,0.2912095898466604
864b3430fffffff,0.318855330367512
86308621fffffff,0.5732125416395961
8630acd67ffffff,0.7469207558640634
8641a5487ffffff,0.2341039726265427
864183257ffffff,0.2853967398779075
863086b2fffffff,0.6135951348884077
8630a121fffffff,0.6476989380498681
863091547ffffff,0.3703656878114228
86309a18fffffff,0.3579564963026479
863098117ffffff,0.4019071341831416
8630accafffffff,0.5956261045316181
8630b2d17ffffff,0.5371814413616814
8641a54e7ffffff,0.2706151960532559
86309804fffffff,0.45083463060233214
86309642fffffff,0.49581869780328436
8630a3a97ffffff,0.7418149627215762
863098197ffffff,0.3795382262732854
8630a2627ffffff,0.6778250695197771
864b3282fffffff,0.33954030946998404
864182c27ffffff,0.14935780364325882
8630982efffffff,0.435494203845667
86301e967ffffff,0.640296312554631
86309b95fffffff,0.42837449547257755
86309c6d7ffffff,0.4307697107600976
864b35527ffffff,0.42206731755281607
8641b2827ffffff,0.3333323229203905
86419d4a7ffffff,0.3347434766937517
86418322fffffff,0.2742695399011479
863098847ffffff,0.44856668684804324
863011547ffffff,0.6261332627272473
863098097ffffff,0.422413009267644
86309835fffffff,0.5187649049528408
8630911afffffff,0.3975058426073597
8630a572fffffff,0.8058821595351402
8641a674fffffff,0.28505507931669666
86419d487ffffff,0.3412086199954667
86309628fffffff,0.4340428587254171
86309b94fffffff,0.4194707320861998
8640b60cfffffff,0.48683288038142364
8641a54c7ffffff,0.26288099527886416
864194517ffffff,0.2209623282045689
864b34bb7ffffff,0.3927823556658228
8641b2ce7ffffff,0.2814989783357703
863094467ffffff,0.4999048376414391
8630b02d7ffffff,0.5629775098737886
863098007ffffff,0.4131847087572037
8630acd57ffffff,0.6158233321832339
86309a52fffffff,0.3584065919765401
8630962d7ffffff,0.4153802124385708
8641a54a7ffffff,0.2501381749815039
8630acc27ffffff,0.616906020816421
864b3294fffffff,0.3062442496131099
8630accd7ffffff,0.5437325426310538
8641948b7ffffff,0.20895950624006623
8630962c7ffffff,0.4048251764337846
8641968afffffff,0.2783639167735226
863099497ffffff,0.42049801070265824
86309a087ffffff,0.30821999129988026
8641a0ba7ffffff,0.25461924012002135
864181487ffffff,0.24393378539476246
86309d557ffffff,0.495766216470262
86301150fffffff,0.6394419218830888
8630b02f7ffffff,0.5652997400936568
8630b1987ffffff,0.6460424482777827
8630112efffffff,0.5864636786616719
86309a617ffffff,0.339074800184253
864196817ffffff,0.29591888218196993
863084a9fffffff,0.6108270074431053
86418d44fffffff,0.18562797318200733
86309a0a7ffffff,0.3079655154846812
86309cd97ffffff,0.4405103939360643
863199757ffffff,0.6291749146749221
8641832cfffffff,0.2018970198652228
8630b2d37ffffff,0.5361239771215637
8640b60efffffff,0.49566761163318773
864b34377ffffff,0.3304747164968178
86309eb67ffffff,0.478839433832991
863096217ffffff,0.46069800297084623
86419cc07ffffff,0.18426399405047988
8630b172fffffff,0.6530933526409967
8630b3927ffffff,0.5446461122594062
86309a447ffffff,0.3097820610398141
863098c5fffffff,0.42055570780511836
863098337ffffff,0.4651144719932798
864183277ffffff,0.29252864797350997
86309aaa7ffffff,0.39521895887482494
863093c6fffffff,0.41042019998053836
8641b5347ffffff,0.18011339757505068
864b34b07ffffff,0.37868807813812516
8630839afffffff,0.5947171564295182
8641a834fffffff,0.19912043360861295
8630994afffffff,0.4087979662503792
86319d287ffffff,0.7655086397483334
8641a82afffffff,0.1686646552276202
86419e707ffffff,0.4693106268150444
86309a097ffffff,0.3007853028312083
864b3295fffffff,0.31731041912245983
8630b0287ffffff,0.5848704672371399
863199777ffffff,0.6649419398871607
8641a0b17ffffff,0.27122320773334163
8640b664fffffff,0.5583582103569893
86418325fffffff,0.2506872028756328
8631992a7ffffff,0.6357671129224671
86318b74fffffff,0.7732379217755341
863090517ffffff,0.433222043356118
863093c5fffffff,0.40394348159545357
8630a5767ffffff,0.7850392618872525
863098277ffffff,0.48530241565027754
863091037ffffff,0.34868364393266305
86309b9afffffff,0.45751170586037504
8641a0d6fffffff,0.2867320327186651
8641b5357ffffff,0.18819078814336554
8641b2567ffffff,0.2229819587844117
8630962afffffff,0.43132744907438475
8641a54d7ffffff,0.25820139820377924
86309b8cfffffff,0.4944260034777316
8641b5327ffffff,0.25938646616669453
8641a0b2fffffff,0.2699738551188795
86318b4f7ffffff,0.8357134553648162
86309c76fffffff,0.4888426838179422
864195417ffffff,0.32216851540102076
8630b02c7ffffff,0.5850137381270637
86309395fffffff,0.45187313309987465
863098ccfffffff,0.3920796542071929
86309941fffffff,0.4138287547325139
8630a1af7ffffff,0.7460664097461004
864182c37ffffff,0.1647391940155929
8630a1bb7ffffff,0.9085070527443413
863091577ffffff,0.3957895158811812
8641a0847ffffff,0.2561086780642634
8630a12e7ffffff,0.598013159564103
863098287ffffff,0.4558727873020986
863094a8fffffff,0.5492697284625412
8630ac527ffffff,0.5308017897773822
8631992f7ffffff,0.6342021101333164
8630910b7ffffff,0.4310252476192303
8630a150fffffff,0.9059831850117976
864196687ffffff,0.34383754755990414
8630b261fffffff,0.6054556517031983
